Type,Strike,Bid,Ask,Expiration
call,175.0,168.25,169.55,2022-09-16
call,180.0,163.15,164.55,2022-09-16
call,185.0,158.3,159.75,2022-09-16
call,190.0,153.55,154.95,2022-09-16
call,195.0,148.8,150.15,2022-09-16
call,200.0,144.3,145.4,2022-09-16
call,205.0,139.35,140.9,2022-09-16
call,210.0,134.45,136.2,2022-09-16
call,215.0,129.85,131.3,2022-09-16
call,220.0,125.15,128.0,2022-09-16
call,225.0,120.6,123.3,2022-09-16
call,230.0,115.9,117.45,2022-09-16
call,235.0,111.35,112.9,2022-09-16
call,240.0,107.05,108.45,2022-09-16
call,245.0,102.35,104.0,2022-09-16
call,250.0,98.35,99.4,2022-09-16
call,255.0,94.0,95.05,2022-09-16
call,260.0,88.6,90.8,2022-09-16
call,265.0,85.5,87.85,2022-09-16
call,270.0,81.3,82.65,2022-09-16
call,275.0,77.7,78.85,2022-09-16
call,280.0,73.6,74.85,2022-09-16
call,285.0,69.75,70.95,2022-09-16
call,290.0,65.85,67.8,2022-09-16
call,295.0,61.65,64.0,2022-09-16
call,300.0,58.6,60.1,2022-09-16
call,305.0,54.7,55.75,2022-09-16
call,310.0,51.6,52.3,2022-09-16
call,315.0,48.35,49.0,2022-09-16
call,320.0,45.15,45.85,2022-09-16
call,325.0,42.15,42.7,2022-09-16
call,330.0,39.15,39.85,2022-09-16
call,335.0,36.4,37.1,2022-09-16
call,340.0,33.75,34.45,2022-09-16
call,345.0,31.15,31.85,2022-09-16
call,350.0,28.85,29.45,2022-09-16
call,355.0,26.55,27.15,2022-09-16
call,360.0,24.45,25.0,2022-09-16
call,365.0,22.4,23.1,2022-09-16
call,370.0,20.55,21.15,2022-09-16
call,375.0,18.85,19.3,2022-09-16
call,380.0,17.2,17.7,2022-09-16
call,385.0,15.7,16.15,2022-09-16
call,390.0,14.3,14.75,2022-09-16
call,395.0,13.0,13.45,2022-09-16
call,400.0,11.85,12.2,2022-09-16
call,405.0,10.8,11.25,2022-09-16
call,410.0,9.8,10.15,2022-09-16
call,415.0,8.9,9.3,2022-09-16
call,420.0,8.1,8.45,2022-09-16
call,425.0,7.3,7.7,2022-09-16
call,430.0,6.65,7.0,2022-09-16
call,435.0,6.0,6.4,2022-09-16
call,440.0,5.45,5.8,2022-09-16
call,450.0,4.45,4.9,2022-09-16
call,460.0,3.8,4.1,2022-09-16
call,470.0,3.2,3.45,2022-09-16
call,480.0,2.73,2.95,2022-09-16
call,490.0,2.36,2.49,2022-09-16
call,500.0,2.0,2.18,2022-09-16
puts,80.0,0.18,0.25,2022-09-16
puts,85.0,0.13,0.3,2022-09-16
puts,90.0,0.17,0.34,2022-09-16
puts,95.0,0.25,0.38,2022-09-16
puts,100.0,0.23,0.42,2022-09-16
puts,105.0,0.27,0.46,2022-09-16
puts,110.0,0.32,0.51,2022-09-16
puts,115.0,0.36,0.57,2022-09-16
puts,120.0,0.41,0.63,2022-09-16
puts,125.0,0.47,0.7,2022-09-16
puts,130.0,0.54,0.78,2022-09-16
puts,135.0,0.62,0.87,2022-09-16
puts,140.0,0.75,0.96,2022-09-16
puts,145.0,0.78,1.05,2022-09-16
puts,150.0,0.87,1.16,2022-09-16
puts,155.0,1.05,1.27,2022-09-16
puts,160.0,1.08,1.37,2022-09-16
puts,165.0,1.25,1.45,2022-09-16
puts,170.0,1.33,1.56,2022-09-16
puts,175.0,1.55,1.76,2022-09-16
puts,180.0,1.62,1.89,2022-09-16
puts,185.0,1.79,2.06,2022-09-16
puts,190.0,2.1,2.28,2022-09-16
puts,195.0,2.31,2.48,2022-09-16
puts,200.0,2.44,2.68,2022-09-16
puts,205.0,2.69,2.96,2022-09-16
puts,210.0,3.0,3.25,2022-09-16
puts,215.0,3.25,3.6,2022-09-16
puts,220.0,3.6,3.9,2022-09-16
puts,225.0,4.0,4.3,2022-09-16
puts,230.0,4.4,4.65,2022-09-16
puts,235.0,4.85,5.15,2022-09-16
puts,240.0,5.3,5.6,2022-09-16
puts,245.0,5.8,6.2,2022-09-16
puts,250.0,6.4,6.75,2022-09-16
puts,255.0,7.05,7.45,2022-09-16
puts,260.0,7.75,8.1,2022-09-16
puts,265.0,8.55,8.9,2022-09-16
puts,270.0,9.35,9.8,2022-09-16
puts,275.0,10.3,10.75,2022-09-16
puts,280.0,11.35,11.75,2022-09-16
puts,285.0,12.45,12.8,2022-09-16
puts,290.0,13.6,14.0,2022-09-16
puts,295.0,14.85,15.25,2022-09-16
puts,300.0,16.15,16.6,2022-09-16
puts,305.0,17.7,18.15,2022-09-16
puts,310.0,19.2,19.7,2022-09-16
puts,315.0,20.9,21.4,2022-09-16
puts,320.0,22.65,23.2,2022-09-16
puts,325.0,24.6,25.15,2022-09-16
puts,330.0,26.6,27.15,2022-09-16
puts,335.0,28.8,29.55,2022-09-16
puts,340.0,31.15,31.7,2022-09-16
puts,345.0,33.55,34.25,2022-09-16
puts,350.0,36.2,36.8,2022-09-16
puts,355.0,38.85,39.5,2022-09-16
puts,360.0,41.7,42.35,2022-09-16
puts,365.0,44.75,45.35,2022-09-16
puts,370.0,47.9,48.65,2022-09-16
puts,375.0,51.05,51.55,2022-09-16
puts,380.0,54.4,55.0,2022-09-16
puts,385.0,57.95,58.5,2022-09-16
puts,390.0,66.5,70.8,2022-09-16
puts,395.0,65.2,65.95,2022-09-16
puts,400.0,68.95,69.55,2022-09-16
puts,405.0,72.85,73.35,2022-09-16
puts,410.0,76.9,77.4,2022-09-16
puts,415.0,80.85,81.75,2022-09-16
puts,420.0,85.1,85.7,2022-09-16
puts,425.0,141.5,146.0,2022-09-16
puts,430.0,140.7,145.5,2022-09-16
puts,435.0,145.5,150.0,2022-09-16
puts,440.0,150.0,155.0,2022-09-16
puts,450.0,116.15,117.15,2022-09-16
puts,460.0,120.6,121.65,2022-09-16
puts,500.0,158.65,159.9,2022-09-16
call,105.0,237.05,238.35,2023-01-20
call,110.0,232.0,233.55,2023-01-20
call,115.0,226.85,229.95,2023-01-20
call,120.0,222.2,223.65,2023-01-20
call,125.0,217.3,218.75,2023-01-20
call,130.0,211.05,214.8,2023-01-20
call,135.0,206.25,209.05,2023-01-20
call,140.0,202.65,203.95,2023-01-20
call,145.0,197.8,199.1,2023-01-20
call,150.0,192.7,195.4,2023-01-20
call,155.0,187.8,189.7,2023-01-20
call,160.0,183.3,184.75,2023-01-20
call,165.0,178.3,180.1,2023-01-20
call,170.0,173.9,175.15,2023-01-20
call,175.0,169.1,170.4,2023-01-20
call,180.0,164.4,165.7,2023-01-20
call,185.0,159.4,162.05,2023-01-20
call,190.0,154.7,156.6,2023-01-20
call,195.0,150.4,151.7,2023-01-20
call,200.0,145.65,148.75,2023-01-20
call,205.0,140.3,142.3,2023-01-20
call,210.0,135.2,137.8,2023-01-20
call,215.0,132.3,133.3,2023-01-20
call,220.0,127.5,128.85,2023-01-20
call,225.0,123.4,124.4,2023-01-20
call,230.0,118.95,120.05,2023-01-20
call,235.0,114.6,115.95,2023-01-20
call,240.0,110.25,111.45,2023-01-20
call,245.0,106.1,107.2,2023-01-20
call,250.0,101.9,103.05,2023-01-20
call,255.0,97.8,98.95,2023-01-20
call,260.0,93.85,94.9,2023-01-20
call,265.0,89.75,90.95,2023-01-20
call,270.0,85.85,87.05,2023-01-20
call,275.0,82.35,83.2,2023-01-20
call,280.0,78.6,79.45,2023-01-20
call,285.0,74.75,75.8,2023-01-20
call,290.0,71.2,72.2,2023-01-20
call,295.0,67.65,68.75,2023-01-20
call,300.0,64.2,65.2,2023-01-20
call,305.0,61.1,61.75,2023-01-20
call,310.0,57.65,58.65,2023-01-20
call,315.0,54.5,55.5,2023-01-20
call,320.0,51.45,52.5,2023-01-20
call,325.0,48.6,49.55,2023-01-20
call,330.0,45.8,46.6,2023-01-20
call,335.0,43.05,43.9,2023-01-20
call,340.0,40.5,41.25,2023-01-20
call,345.0,38.0,38.95,2023-01-20
call,350.0,35.45,36.5,2023-01-20
call,355.0,33.2,34.5,2023-01-20
call,360.0,31.1,31.95,2023-01-20
call,365.0,28.95,29.85,2023-01-20
call,370.0,27.05,28.0,2023-01-20
call,375.0,25.15,26.2,2023-01-20
call,380.0,23.5,24.3,2023-01-20
call,385.0,21.7,22.6,2023-01-20
call,390.0,20.25,21.25,2023-01-20
call,395.0,18.8,19.75,2023-01-20
call,400.0,17.4,18.4,2023-01-20
call,405.0,16.1,17.1,2023-01-20
call,410.0,14.95,15.95,2023-01-20
call,415.0,13.95,14.8,2023-01-20
call,420.0,12.65,13.85,2023-01-20
call,425.0,11.85,12.9,2023-01-20
call,430.0,10.95,11.95,2023-01-20
call,435.0,10.0,11.15,2023-01-20
call,440.0,9.35,10.35,2023-01-20
call,450.0,8.3,8.95,2023-01-20
call,460.0,6.9,7.75,2023-01-20
call,470.0,5.9,6.75,2023-01-20
call,480.0,5.05,5.8,2023-01-20
call,490.0,4.3,5.1,2023-01-20
call,500.0,4.0,4.45,2023-01-20
puts,105.0,0.61,0.74,2023-01-20
puts,110.0,0.68,0.83,2023-01-20
puts,115.0,0.76,0.93,2023-01-20
puts,120.0,0.75,1.04,2023-01-20
puts,125.0,0.86,1.15,2023-01-20
puts,130.0,0.96,1.28,2023-01-20
puts,135.0,1.08,1.41,2023-01-20
puts,140.0,1.2,1.56,2023-01-20
puts,145.0,1.47,1.66,2023-01-20
puts,150.0,1.6,1.88,2023-01-20
puts,155.0,1.66,2.01,2023-01-20
puts,160.0,1.82,2.26,2023-01-20
puts,165.0,2.02,2.47,2023-01-20
puts,170.0,2.22,2.69,2023-01-20
puts,175.0,2.45,2.93,2023-01-20
puts,180.0,2.7,3.25,2023-01-20
puts,185.0,3.0,3.5,2023-01-20
puts,190.0,3.35,3.85,2023-01-20
puts,195.0,3.55,4.2,2023-01-20
puts,200.0,3.9,4.55,2023-01-20
puts,205.0,4.3,4.95,2023-01-20
puts,210.0,4.7,5.2,2023-01-20
puts,215.0,5.15,5.85,2023-01-20
puts,220.0,5.75,6.4,2023-01-20
puts,225.0,6.1,6.85,2023-01-20
puts,230.0,6.85,7.4,2023-01-20
puts,235.0,7.4,8.05,2023-01-20
puts,240.0,8.1,8.8,2023-01-20
puts,245.0,8.75,9.5,2023-01-20
puts,250.0,9.45,10.2,2023-01-20
puts,255.0,10.35,11.0,2023-01-20
puts,260.0,11.3,12.1,2023-01-20
puts,265.0,12.25,13.15,2023-01-20
puts,270.0,13.25,14.2,2023-01-20
puts,275.0,14.35,15.4,2023-01-20
puts,280.0,15.55,16.6,2023-01-20
puts,285.0,16.75,17.7,2023-01-20
puts,290.0,18.15,19.25,2023-01-20
puts,295.0,19.6,20.7,2023-01-20
puts,300.0,21.1,22.0,2023-01-20
puts,305.0,22.7,23.55,2023-01-20
puts,310.0,24.4,25.3,2023-01-20
puts,315.0,26.3,27.2,2023-01-20
puts,320.0,28.2,29.2,2023-01-20
puts,325.0,30.2,31.45,2023-01-20
puts,330.0,32.35,33.6,2023-01-20
puts,335.0,34.6,35.65,2023-01-20
puts,340.0,36.95,38.25,2023-01-20
puts,345.0,39.35,40.6,2023-01-20
puts,350.0,42.0,43.1,2023-01-20
puts,355.0,44.65,45.95,2023-01-20
puts,360.0,47.5,48.85,2023-01-20
puts,365.0,50.35,51.75,2023-01-20
puts,370.0,53.4,54.45,2023-01-20
puts,375.0,56.6,57.8,2023-01-20
puts,380.0,59.8,60.85,2023-01-20
puts,385.0,63.15,64.4,2023-01-20
puts,390.0,66.65,67.8,2023-01-20
puts,395.0,70.15,71.25,2023-01-20
puts,400.0,73.85,74.85,2023-01-20
puts,405.0,77.45,78.55,2023-01-20
puts,410.0,81.3,82.35,2023-01-20
puts,415.0,84.95,86.35,2023-01-20
puts,420.0,88.85,90.2,2023-01-20
puts,425.0,93.15,94.7,2023-01-20
puts,430.0,97.0,98.4,2023-01-20
puts,435.0,101.4,102.65,2023-01-20
puts,440.0,137.0,141.5,2023-01-20
puts,450.0,114.25,115.5,2023-01-20
puts,460.0,123.1,124.35,2023-01-20
puts,470.0,132.25,133.1,2023-01-20
puts,480.0,141.3,142.2,2023-01-20
puts,490.0,150.45,151.45,2023-01-20
puts,500.0,158.45,161.1,2023-01-20
call,110.0,230.5,235.0,2023-03-17
call,115.0,226.15,229.4,2023-03-17
call,120.0,221.0,225.5,2023-03-17
call,125.0,216.0,220.5,2023-03-17
call,130.0,211.5,215.5,2023-03-17
call,135.0,206.6,209.95,2023-03-17
call,140.0,189.5,194.5,2023-03-17
call,145.0,197.05,201.5,2023-03-17
call,150.0,192.05,196.5,2023-03-17
call,155.0,145.5,150.0,2023-03-17
call,160.0,130.5,135.0,2023-03-17
call,165.0,178.0,181.3,2023-03-17
call,170.0,173.7,176.25,2023-03-17
call,175.0,169.1,171.55,2023-03-17
call,180.0,164.05,168.5,2023-03-17
call,185.0,159.5,164.0,2023-03-17
call,190.0,155.05,159.5,2023-03-17
call,195.0,150.0,153.5,2023-03-17
call,200.0,146.0,150.0,2023-03-17
call,205.0,141.0,144.5,2023-03-17
call,210.0,137.0,141.0,2023-03-17
call,215.0,132.0,135.65,2023-03-17
call,220.0,128.2,130.9,2023-03-17
call,225.0,124.05,127.5,2023-03-17
call,230.0,119.6,122.3,2023-03-17
call,235.0,115.3,118.05,2023-03-17
call,240.0,111.05,114.25,2023-03-17
call,245.0,106.9,109.75,2023-03-17
call,250.0,102.5,106.5,2023-03-17
call,255.0,98.8,101.7,2023-03-17
call,260.0,94.9,98.5,2023-03-17
call,265.0,91.1,95.0,2023-03-17
call,270.0,87.35,91.0,2023-03-17
call,275.0,83.3,87.0,2023-03-17
call,280.0,79.75,82.7,2023-03-17
call,285.0,76.25,80.0,2023-03-17
call,290.0,72.35,76.5,2023-03-17
call,295.0,68.95,72.2,2023-03-17
call,300.0,65.65,68.75,2023-03-17
call,305.0,62.1,66.5,2023-03-17
call,310.0,58.95,63.0,2023-03-17
call,315.0,56.3,59.45,2023-03-17
call,320.0,53.0,57.0,2023-03-17
call,325.0,50.4,53.5,2023-03-17
call,330.0,47.25,51.5,2023-03-17
call,335.0,44.05,48.5,2023-03-17
call,340.0,42.2,45.45,2023-03-17
call,345.0,39.1,43.45,2023-03-17
call,350.0,36.65,41.3,2023-03-17
call,355.0,34.5,38.95,2023-03-17
call,360.0,33.4,36.7,2023-03-17
call,365.0,31.5,34.65,2023-03-17
call,370.0,29.4,33.0,2023-03-17
call,375.0,27.6,29.25,2023-03-17
call,380.0,25.75,28.9,2023-03-17
call,385.0,23.95,27.0,2023-03-17
call,390.0,22.8,25.5,2023-03-17
call,395.0,21.25,23.4,2023-03-17
call,400.0,18.45,22.5,2023-03-17
call,405.0,18.35,20.55,2023-03-17
call,410.0,16.45,19.25,2023-03-17
call,415.0,14.55,18.55,2023-03-17
call,420.0,14.25,16.9,2023-03-17
call,425.0,13.3,15.85,2023-03-17
call,430.0,11.75,15.25,2023-03-17
call,435.0,11.4,13.9,2023-03-17
call,440.0,9.5,14.0,2023-03-17
call,450.0,9.5,12.45,2023-03-17
call,460.0,8.25,10.1,2023-03-17
call,470.0,7.25,8.9,2023-03-17
call,480.0,6.2,9.25,2023-03-17
call,490.0,5.4,7.8,2023-03-17
call,500.0,4.75,6.3,2023-03-17
puts,110.0,0.72,1.04,2023-03-17
puts,115.0,0.7,1.45,2023-03-17
puts,120.0,0.85,1.59,2023-03-17
puts,125.0,0.95,1.61,2023-03-17
puts,130.0,1.07,1.91,2023-03-17
puts,135.0,1.21,2.54,2023-03-17
puts,140.0,1.34,2.27,2023-03-17
puts,145.0,0.17,5.0,2023-03-17
puts,150.0,1.79,2.68,2023-03-17
puts,155.0,1.86,2.91,2023-03-17
puts,160.0,2.09,3.9,2023-03-17
puts,165.0,2.39,2.84,2023-03-17
puts,170.0,1.2,3.75,2023-03-17
puts,175.0,2.78,4.05,2023-03-17
puts,180.0,2.0,6.0,2023-03-17
puts,185.0,2.0,6.5,2023-03-17
puts,190.0,2.5,7.0,2023-03-17
puts,195.0,4.1,7.5,2023-03-17
puts,200.0,4.3,6.0,2023-03-17
puts,205.0,4.0,8.0,2023-03-17
puts,210.0,5.35,8.5,2023-03-17
puts,215.0,5.8,9.0,2023-03-17
puts,220.0,6.5,9.5,2023-03-17
puts,225.0,7.1,10.5,2023-03-17
puts,230.0,7.6,11.0,2023-03-17
puts,235.0,8.35,10.15,2023-03-17
puts,240.0,9.0,12.0,2023-03-17
puts,245.0,9.3,12.0,2023-03-17
puts,250.0,9.55,14.0,2023-03-17
puts,255.0,10.95,13.9,2023-03-17
puts,260.0,12.55,16.0,2023-03-17
puts,265.0,13.95,15.6,2023-03-17
puts,270.0,15.0,18.0,2023-03-17
puts,275.0,16.3,18.0,2023-03-17
puts,280.0,17.4,19.95,2023-03-17
puts,285.0,18.8,20.7,2023-03-17
puts,290.0,19.7,22.2,2023-03-17
puts,295.0,21.15,23.75,2023-03-17
puts,300.0,22.05,25.95,2023-03-17
puts,305.0,24.0,27.15,2023-03-17
puts,310.0,26.75,29.0,2023-03-17
puts,315.0,28.75,31.5,2023-03-17
puts,320.0,30.6,33.5,2023-03-17
puts,325.0,32.65,35.4,2023-03-17
puts,330.0,33.6,37.85,2023-03-17
puts,335.0,35.65,39.85,2023-03-17
puts,340.0,38.8,41.95,2023-03-17
puts,345.0,41.55,44.5,2023-03-17
puts,350.0,44.3,47.45,2023-03-17
puts,355.0,47.2,50.5,2023-03-17
puts,360.0,50.05,53.0,2023-03-17
puts,365.0,52.7,55.95,2023-03-17
puts,370.0,55.9,58.95,2023-03-17
puts,375.0,59.0,62.0,2023-03-17
puts,380.0,61.85,64.65,2023-03-17
puts,385.0,65.45,68.4,2023-03-17
puts,390.0,68.1,71.3,2023-03-17
puts,395.0,71.45,74.75,2023-03-17
puts,400.0,74.85,78.15,2023-03-17
puts,405.0,78.0,82.5,2023-03-17
puts,410.0,81.5,85.55,2023-03-17
puts,415.0,85.5,90.0,2023-03-17
puts,420.0,89.5,93.85,2023-03-17
puts,425.0,93.0,97.5,2023-03-17
puts,430.0,142.5,147.5,2023-03-17
puts,435.0,147.0,152.0,2023-03-17
puts,440.0,152.0,157.0,2023-03-17
puts,450.0,114.2,118.4,2023-03-17
puts,480.0,140.6,145.0,2023-03-17
call,115.0,226.0,230.5,2023-06-16
call,120.0,221.0,226.0,2023-06-16
call,125.0,216.0,220.85,2023-06-16
call,130.0,211.5,216.0,2023-06-16
call,135.0,206.95,211.25,2023-06-16
call,140.0,202.0,206.5,2023-06-16
call,145.0,190.8,193.2,2023-06-16
call,150.0,192.55,196.3,2023-06-16
call,155.0,188.0,192.35,2023-06-16
call,160.0,183.5,188.0,2023-06-16
call,165.0,178.5,183.5,2023-06-16
call,170.0,173.5,178.0,2023-06-16
call,175.0,169.0,173.5,2023-06-16
call,180.0,165.0,168.75,2023-06-16
call,185.0,160.0,163.95,2023-06-16
call,190.0,155.5,159.5,2023-06-16
call,195.0,151.5,155.15,2023-06-16
call,200.0,147.0,150.7,2023-06-16
call,205.0,142.5,146.5,2023-06-16
call,210.0,138.0,142.8,2023-06-16
call,215.0,133.5,138.0,2023-06-16
call,220.0,129.5,133.6,2023-06-16
call,225.0,125.0,129.0,2023-06-16
call,230.0,121.0,125.0,2023-06-16
call,235.0,117.0,121.0,2023-06-16
call,240.0,113.0,117.0,2023-06-16
call,245.0,109.0,113.0,2023-06-16
call,250.0,105.0,109.0,2023-06-16
call,255.0,101.0,105.0,2023-06-16
call,260.0,97.05,101.0,2023-06-16
call,265.0,93.1,97.5,2023-06-16
call,270.0,89.85,94.0,2023-06-16
call,275.0,86.6,90.45,2023-06-16
call,280.0,83.25,87.0,2023-06-16
call,285.0,79.4,83.5,2023-06-16
call,290.0,75.6,79.0,2023-06-16
call,295.0,72.4,76.45,2023-06-16
call,300.0,69.1,73.5,2023-06-16
call,305.0,66.4,70.5,2023-06-16
call,310.0,62.8,66.85,2023-06-16
call,315.0,60.3,63.95,2023-06-16
call,320.0,57.0,60.1,2023-06-16
call,325.0,54.4,58.5,2023-06-16
call,330.0,51.7,56.0,2023-06-16
call,335.0,49.25,53.0,2023-06-16
call,340.0,47.65,50.35,2023-06-16
call,345.0,45.95,48.15,2023-06-16
call,350.0,42.6,45.95,2023-06-16
call,355.0,39.3,43.5,2023-06-16
call,360.0,37.95,41.5,2023-06-16
call,365.0,35.8,39.5,2023-06-16
call,370.0,33.75,37.4,2023-06-16
call,375.0,31.1,35.5,2023-06-16
call,380.0,29.75,33.5,2023-06-16
call,385.0,28.2,31.45,2023-06-16
call,390.0,26.45,30.0,2023-06-16
call,395.0,24.05,28.0,2023-06-16
call,400.0,23.3,27.0,2023-06-16
call,405.0,21.05,25.45,2023-06-16
call,410.0,19.6,23.95,2023-06-16
call,415.0,18.0,22.4,2023-06-16
call,420.0,17.0,21.5,2023-06-16
call,425.0,16.2,20.4,2023-06-16
call,430.0,15.1,19.35,2023-06-16
call,435.0,14.4,16.4,2023-06-16
call,440.0,12.5,17.0,2023-06-16
call,450.0,12.0,15.5,2023-06-16
call,460.0,10.05,14.0,2023-06-16
call,470.0,9.3,12.4,2023-06-16
call,480.0,8.55,9.5,2023-06-16
call,490.0,8.0,9.8,2023-06-16
call,500.0,6.55,8.3,2023-06-16
puts,115.0,1.18,1.97,2023-06-16
puts,120.0,1.4,2.39,2023-06-16
puts,125.0,1.16,2.35,2023-06-16
puts,130.0,1.6,2.55,2023-06-16
puts,135.0,1.9,2.77,2023-06-16
puts,140.0,1.9,3.0,2023-06-16
puts,145.0,1.99,3.25,2023-06-16
puts,150.0,2.4,3.55,2023-06-16
puts,155.0,2.4,3.8,2023-06-16
puts,160.0,2.5,4.1,2023-06-16
puts,165.0,1.0,5.5,2023-06-16
puts,170.0,3.05,4.8,2023-06-16
puts,175.0,3.35,5.2,2023-06-16
puts,180.0,3.65,5.6,2023-06-16
puts,185.0,4.0,7.0,2023-06-16
puts,190.0,4.4,7.5,2023-06-16
puts,195.0,4.85,7.0,2023-06-16
puts,200.0,5.75,7.0,2023-06-16
puts,205.0,5.75,8.15,2023-06-16
puts,210.0,6.3,8.0,2023-06-16
puts,215.0,6.85,9.05,2023-06-16
puts,220.0,6.5,11.0,2023-06-16
puts,225.0,7.55,11.5,2023-06-16
puts,230.0,9.5,11.05,2023-06-16
puts,235.0,8.5,13.0,2023-06-16
puts,240.0,11.0,14.0,2023-06-16
puts,245.0,10.5,15.0,2023-06-16
puts,250.0,12.1,15.5,2023-06-16
puts,255.0,13.2,16.95,2023-06-16
puts,260.0,14.25,18.0,2023-06-16
puts,265.0,15.6,19.0,2023-06-16
puts,270.0,17.6,20.3,2023-06-16
puts,275.0,18.75,21.45,2023-06-16
puts,280.0,20.3,22.75,2023-06-16
puts,285.0,21.7,24.45,2023-06-16
puts,290.0,23.25,26.45,2023-06-16
puts,295.0,24.85,27.85,2023-06-16
puts,300.0,26.55,28.5,2023-06-16
puts,305.0,28.35,29.95,2023-06-16
puts,310.0,30.2,33.45,2023-06-16
puts,315.0,32.25,35.4,2023-06-16
puts,320.0,34.25,37.45,2023-06-16
puts,325.0,36.4,39.5,2023-06-16
puts,330.0,38.45,41.5,2023-06-16
puts,335.0,40.65,44.0,2023-06-16
puts,340.0,43.4,46.45,2023-06-16
puts,345.0,45.15,48.95,2023-06-16
puts,350.0,48.2,51.5,2023-06-16
puts,355.0,49.95,54.0,2023-06-16
puts,360.0,54.0,56.95,2023-06-16
puts,365.0,81.25,84.45,2023-06-16
puts,370.0,59.35,62.5,2023-06-16
puts,375.0,61.95,65.45,2023-06-16
puts,380.0,66.0,69.0,2023-06-16
puts,385.0,69.05,72.0,2023-06-16
puts,390.0,72.55,75.4,2023-06-16
puts,395.0,75.05,78.5,2023-06-16
puts,400.0,77.55,82.45,2023-06-16
puts,405.0,81.05,85.5,2023-06-16
puts,410.0,88.85,91.3,2023-06-16
puts,415.0,123.5,128.5,2023-06-16
puts,420.0,91.5,95.95,2023-06-16
puts,425.0,122.5,127.0,2023-06-16
puts,430.0,134.5,139.0,2023-06-16
puts,435.0,104.0,108.5,2023-06-16
puts,440.0,108.0,112.5,2023-06-16
puts,450.0,116.0,120.5,2023-06-16
call,145.0,198.5,202.1,2024-01-19
call,150.0,194.0,198.5,2024-01-19
call,155.0,189.0,194.0,2024-01-19
call,160.0,184.5,189.5,2024-01-19
call,165.0,180.0,185.0,2024-01-19
call,170.0,176.0,181.0,2024-01-19
call,175.0,171.5,176.0,2024-01-19
call,180.0,167.0,172.0,2024-01-19
call,185.0,162.0,167.0,2024-01-19
call,190.0,158.0,163.0,2024-01-19
call,195.0,153.5,158.5,2024-01-19
call,200.0,149.5,154.5,2024-01-19
call,205.0,145.5,150.5,2024-01-19
call,210.0,141.5,146.5,2024-01-19
call,215.0,137.5,142.0,2024-01-19
call,220.0,133.0,138.0,2024-01-19
call,225.0,129.5,134.0,2024-01-19
call,230.0,125.5,130.0,2024-01-19
call,235.0,121.5,126.0,2024-01-19
call,240.0,117.5,122.5,2024-01-19
call,245.0,113.5,118.5,2024-01-19
call,250.0,110.0,115.0,2024-01-19
call,255.0,106.0,111.0,2024-01-19
call,260.0,103.0,108.0,2024-01-19
call,265.0,99.5,104.5,2024-01-19
call,270.0,97.7,101.0,2024-01-19
call,275.0,92.55,97.45,2024-01-19
call,280.0,92.0,95.0,2024-01-19
call,285.0,86.0,91.0,2024-01-19
call,290.0,83.0,88.0,2024-01-19
call,295.0,80.0,85.0,2024-01-19
call,300.0,77.0,82.0,2024-01-19
call,305.0,73.5,78.5,2024-01-19
call,310.0,71.0,76.0,2024-01-19
call,315.0,68.5,73.45,2024-01-19
call,320.0,65.5,70.5,2024-01-19
call,325.0,63.0,68.0,2024-01-19
call,330.0,62.05,65.1,2024-01-19
call,335.0,58.05,62.95,2024-01-19
call,340.0,57.0,59.7,2024-01-19
call,345.0,53.5,57.95,2024-01-19
call,350.0,52.5,55.95,2024-01-19
call,355.0,49.0,53.5,2024-01-19
call,360.0,46.55,51.5,2024-01-19
call,365.0,44.55,49.5,2024-01-19
call,370.0,42.5,47.5,2024-01-19
call,375.0,40.5,45.5,2024-01-19
call,380.0,38.5,45.45,2024-01-19
call,385.0,36.5,41.5,2024-01-19
call,390.0,35.0,40.0,2024-01-19
call,395.0,35.0,38.0,2024-01-19
call,400.0,34.0,35.65,2024-01-19
call,405.0,30.0,35.0,2024-01-19
call,410.0,28.5,33.0,2024-01-19
call,415.0,27.0,32.0,2024-01-19
call,420.0,27.0,30.45,2024-01-19
call,425.0,24.5,29.5,2024-01-19
call,430.0,23.0,28.0,2024-01-19
call,435.0,22.0,27.0,2024-01-19
call,440.0,20.5,25.45,2024-01-19
call,450.0,19.95,21.95,2024-01-19
call,460.0,18.0,21.5,2024-01-19
call,470.0,15.05,19.95,2024-01-19
call,480.0,15.4,18.45,2024-01-19
call,490.0,13.0,16.45,2024-01-19
call,500.0,11.0,15.45,2024-01-19
puts,145.0,2.4,4.0,2024-01-19
puts,150.0,2.4,6.0,2024-01-19
puts,155.0,1.5,5.5,2024-01-19
puts,160.0,2.0,6.5,2024-01-19
puts,165.0,2.0,7.0,2024-01-19
puts,170.0,2.5,7.5,2024-01-19
puts,175.0,3.0,8.0,2024-01-19
puts,180.0,3.5,8.5,2024-01-19
puts,185.0,4.0,9.0,2024-01-19
puts,190.0,4.5,9.5,2024-01-19
puts,195.0,5.0,10.0,2024-01-19
puts,200.0,6.0,10.5,2024-01-19
puts,205.0,8.0,10.0,2024-01-19
puts,210.0,7.5,12.0,2024-01-19
puts,215.0,8.0,13.0,2024-01-19
puts,220.0,9.0,12.5,2024-01-19
puts,225.0,10.0,14.5,2024-01-19
puts,230.0,10.5,14.5,2024-01-19
puts,235.0,11.5,16.5,2024-01-19
puts,240.0,13.0,17.5,2024-01-19
